id;marche;SOURCE;DT_UPDATE;DT_ARRETE;NU_CNT;NOM_CLI;CD_INT_STC;CD_PRD;PTGST;DT_EFF_AFN_CNT;DT_EFF_RESIL_CNT;DT_ECH_AN_CNT;CD_APERIT;TXACPT;INDICE_CNT;NBRE_SITES;CDSIREN;CDTRE_CNT;CDNAF;LCI_G;RESEAU;NM_INT;INTERNATIONAL;SOUS_LIMITE_EV_NAT;MONTANT;SOUS_LIMITE;COMMENTAIRE;BATCH;DICID;ID_SITE;NOM_SITE;DT_MAJ_SITE;DATE_VISITE_SITE;STOCK;CDTRE_1;CDNAF_1;CD_SIRET;QUALITE_JURID;USAGE;TYPE_BIEN;TYPE_RESIDENCE;ETAGE;EXCL_RISQ_LOCATIFS;EXCL_RISQ_BAT;NB_PIECE;SURFACE;SURFACE_DPDCE;PRIME_TTC;PRIME_PTF_ANN_HT;BATIMENT_CLASSE;BATIMENT_OCCUPE;PISCINES;HOTEL_NB_ETOILES;HOTEL_RESTAURANT;HOTEL_NB_CHB;LCI_BAT_CLASSE;LCI_GRD_RISQ;LCI_DEPENDANCE;DATE_EFFET_CAPITAUX;INDICE_CAPITAUX_MURS_BATIMENTS;CAPITAUX_MURS_BATIMENTS;CONTENU;INDICE_CAPITAUX_CONTENU;CAPITAUX_CONTENU;INDICE_CAPITAUX_MATERIELS;CAPITAUX_MATERIEL;INDICE_CAPITAUX_MARCHANDISES;CAPITAUX_MARCHANDISES;INDICE_CAPITAUX_ASS_MH_HLL_CARAV;CAPITAUX_ASS_MH_HLL_CARAV;INDICE_CAPITAUX_DEPENDANCE;CAPITAUX_DEPENDANCE;INDICE_CAPITAUX_COMPL;CAPITAUX_COMPL;INDICE_CAPITAUX_DD;CAPITAUX_DD;MARGE_BRUTE;PERIODE_INDEM_PE;CHIFFAFF_SITE;PERTE_LOYER;INDICE_VAL_PE;VAL_PE;SMP_INITIAL;LCI_GLOB;LCI_ATTENTAT;FRANCHISE_GLOB;UNI_FRAN_GLOB;MIN_FRAN_GLOB;MAX_FRAN_GLOB;FRANCHISE_INC;UNI_FRAN_INC;FRANCHISE_DDE;UNI_FRAN_DDE;FRANCHISE_PE;UNI_FRAN_PE;LIMITE_TGN;FRANCHISE_TGN;UNI_FRAN_TGN;MIN_FRAN_TGN;MAX_FRAN_TGN;NUM_VOIE_SITE;RUE_SITE;NUM_RUE_SITE;LIEU_DIT_SITE;CP_SITE;VILLE_SITE;ADRESSE_SITE;PAYS_SITE;COORD_X_SITE;COORD_Y_SITE;QUALITE_GEOCODAGE;LIMITE_INOND;FRANCHISE_INOND;UNI_FRAN_INOND;LIMITE_TREMB;FRANCHISE_TREMB;UNI_FRAN_TREMB;LIMITE_EMEUTES;FRANCHISE_EMEUTES;UNI_FRAN_EMEUTES;LIMITE_TOC;FRANCHISE_TOC;UNI_FRAN_TOC;TYPE_SITE;CEDANTE;ID_GAREAT;APERITEUR;NOM_APERITEUR;POL_APERITEUR;CD_SIREN_SIRET;CDNAF_GAREAT;LIBNAF_GAREAT;CDSIC;LIBSIC;TX_DEROG_ATT;LCI_MULTISITE;CAPITAUX_TT;RSQ_NUCLEAIRE;RSQ_SEVESO;TRC_TRME;MULTI_SITE;PORTEE_LIGNE;CD_GAR_CAR_FOURNIS;GAR_CAR_FOURNIS;CAR_FOURNIS_NNDENOM;CAR_FOURNIS_ENERGIE;CD_CAR_CLIENT;CAR_CLIENT;CAR_CLIENT_NNDENOM;CAR_CLIENT_ENERGIE;COM_GAREAT;CD_LC360;DICID_SITE
203411;RI&GAR;IMS;2022-03-21;2026-03-03;56024690;"T S A INOX";190086;00640;N31;2016-01-01;2022-01-01;0101;A;100;R.I.;3;340069665;208;;0;;"GRAS SAVOYE";1;;;ANNUELLE;;1;"Arnaud DACZKOWSKI";3;"FEMAD SRO";2019-01-03;;1;;;;PO;A;;;;N;N;;;;15411;;N;N;0;0;N;0;;;;;;;;;2878200;;;;;;;;;;;;1708200;;;;;;1500000;;;;;EURO;;;;;;;;;;;;;;;"Studena 3";;;94651;Nesvady;;Slovaquie;;;;;;;;;;;;;;;;;"Allianz France";H016;oui;;;;;;;;;Oui;;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
241665;IMM;IMS;2022-03-21;2026-03-03;54689479;TADARY;152438;00640;N26;2015-01-01;;0101;A;100;R.I.;3;339282840;975;;0;COURTAGE;"FILHET ALLARD ET CIE";0;;;;;1;"Frédéric MOUGE";1;"LES JARDINS DU MENS";2021-03-24;;1;;;;;HBC;ICP;;;N;N;;4870;;;;N;N;0;0;N;0;;;;;;1;;;;;;;;;;;;;;;19900000;;;;;;;;19900000;;;;;;;;;;;;;;;;;2;"-4-6-8 RUE DES JARDINS";"2-4-6-8 RUE DES JARDINS";;69100;VILLEURBANNE;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;19900000;N;N;N;Oui;;N;;;;O;;;;;;CHALAND
241666;IMM;IMS;2022-03-21;2026-03-03;54689479;TADARY;152438;00640;N26;2015-01-01;;0101;A;100;R.I.;3;339282840;975;;0;COURTAGE;"FILHET ALLARD ET CIE";0;;;;;1;"Frédéric MOUGE";2;"LE 311";2021-03-24;;1;;;;;HBC;ICP;;;N;N;;5001;;;;N;N;0;0;N;0;;;;;;1;;;;;;;;;;;;;;;19900000;;;;;;;;19900000;;;;;;;;;;;;;;;;;311;" RUE PAUL BERT";"311 RUE PAUL BERT";;69003;LYON;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;19900000;N;N;N;Oui;;N;;;;O;;;;;;CHALAND
241667;IMM;IMS;2022-03-21;2026-03-03;54689479;TADARY;152438;00640;N26;2015-01-01;;0101;A;100;R.I.;3;339282840;975;;0;COURTAGE;"FILHET ALLARD ET CIE";0;;;;;1;"Frédéric MOUGE";3;"AFUL DU DOMAINE DES ANGELIERES";2021-03-24;;1;;;;;HBC;ICP;;;N;N;;100;;;;N;N;0;0;N;0;;;;;;1;;;;;;;;;;;;;;;19900000;;;;;;;;19900000;;;;;;;;;;;;;;;;;34;" ROUTE DE SAINT ROMAIN";"34 ROUTE DE SAINT ROMAIN";;69450;"SAINT CYR AU MONT D'OR";;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;19900000;N;N;N;Oui;;N;;;;O;;;;;;CHALAND
727979;PROF;;2022-12-02;2026-03-03;57168434;"DUO SOLUTIONS";481360;01062;N07;2016-10-01;;0110;A;100;F.F.B.;3;;;;0;Courtage;;0;;;;;0;"QUIRIN J";1;"SAINT BENOIT";2022-12-02;;1;;;;LOC;BUR;;;;N;N;;1450;;;;N;N;0;0;N;0;;;;;;;;;280000;;;;;;;;;;;;;;;4950217;;;;;;;;;;;;;;;;;;;;;;16;"Rue Médard";;;86280;"SAINT BENOIT";;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;QUIRINJ
727980;PROF;;2022-12-02;2026-03-03;57168434;"DUO SOLUTIONS";481360;01062;N07;2016-10-01;;0110;A;100;F.F.B.;3;;;;0;Courtage;;0;;;;;0;"QUIRIN J";2;CHATELLERAULT;2022-12-02;;1;;;;LOC;BUR;;;;N;N;;285;;;;N;N;0;0;N;0;;;;;;;;;50000;;;;;;;;;;;;;;;641719;;;;;;;;;;;;;;;;;;;;;;39;"Rue Joseph Cugnot";;;86100;CHATELLERAULT;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;QUIRINJ
727981;PROF;;2022-12-02;2026-03-03;57168434;"DUO SOLUTIONS";481360;01062;N07;2016-10-01;;0110;A;100;F.F.B.;3;;;;0;Courtage;;0;;;;;0;"QUIRIN J";3;GENCAY;2022-12-02;;1;;;;LOC;BUR;;;;N;N;;40;;;;N;N;0;0;N;0;;;;;;;;;10000;;;;;;;;;;;;;;;89655;;;;;;;;;;;;;;;;;;;;;;3;"Rue Docteur Barot";;;86160;GENCAY;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;QUIRINJ
727982;PROF;IMS;2022-12-02;2026-03-03;57169292;"JEAN GAILLARD";H93423;01041;N07;2016-10-01;;0102;A;100;F.F.B.;3;;;;0;Agence;;0;;;;;0;"QUIRIN J";1;"SAINT BENOIT";2022-12-02;;1;;;;LOC;BUR;;;;N;N;;1450;;;;N;N;0;0;N;0;;;;;;;;;280000;;;;;;;;;;;;;;;4950217;;;;;;;;;;;;;;;;;;;;;;16;"Rue Médard";;;86280;"SAINT BENOIT";;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;QUIRINJ
727983;PROF;IMS;2022-12-02;2026-03-03;57169292;"JEAN GAILLARD";H93423;01041;N07;2016-10-01;;0102;A;100;F.F.B.;3;;;;0;Agence;;0;;;;;0;"QUIRIN J";2;CHATELLERAULT;2022-12-02;;1;;;;LOC;BUR;;;;N;N;;285;;;;N;N;0;0;N;0;;;;;;;;;50000;;;;;;;;;;;;;;;641719;;;;;;;;;;;;;;;;;;;;;;39;"Rue Joseph Cugnot";;;86100;CHATELLERAULT;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;QUIRINJ
727984;PROF;IMS;2022-12-02;2026-03-03;57169292;"JEAN GAILLARD";H93423;01041;N07;2016-10-01;;0102;A;100;F.F.B.;3;;;;0;Agence;;0;;;;;0;"QUIRIN J";3;GENCAY;2022-12-02;;1;;;;LOC;BUR;;;;N;N;;40;;;;N;N;0;0;N;0;;;;;;;;;10000;;;;;;;;;;;;;;;89655;;;;;;;;;;;;;;;;;;;;;;3;"Rue Docteur Barot";;;86160;GENCAY;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;QUIRINJ
1491472;RI&GAR;IMS;2020-03-31;2026-03-03;58734697;"TOLERIE INDUSTRIELLE VARADAISE";H94419;01065;N17;2018-01-01;;0101;A;100;;3;349479378;*208;;0;AGENCE;ANCENIS;0;;;;;1;;883515;"TIV  Découpe";2024-08-12;2025-07-17;1;208T1;;;NR;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;2025-07-17;;4402145;;;0;;0;;0;;;;;;;;0;6165075;12;;;;6165075;;;;;;;;;;;;;;;;;;;415;"Rue d'Amsterdam";"415 Rue d'Amsterdam";;44730;Loireauxence;"415 Rue d'Amsterdam, 44730 Loireauxence";FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;6165075;O;O;N;Oui;NSP;N;;;;O;;;;;;COLINAR
1491473;RI&GAR;IMS;2020-03-31;2026-03-03;58734697;"TOLERIE INDUSTRIELLE VARADAISE";H94419;01065;N17;2018-01-01;;0101;A;100;;3;349479378;*208;;0;AGENCE;ANCENIS;0;;;;;1;;883597;"TIV Tôlerie";2024-08-12;2025-07-17;1;208T1;;;NR;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;2025-07-17;;1811160;;;0;;0;;0;;;;;;;;0;0;12;;;;0;;;;;;;;;;;;;;;;;;;415;"Rue d'Amsterdam";"415 Rue d'Amsterdam";;44730;Loireauxence;"415 Rue d'Amsterdam, 44730 Loireauxence";FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;0;O;O;N;Oui;NSP;N;;;;O;;;;;;COLINAR
1491474;RI&GAR;IMS;2020-03-31;2026-03-03;58734697;"TOLERIE INDUSTRIELLE VARADAISE";H94419;01065;N17;2018-01-01;;0101;A;100;;3;349479378;*208;;0;AGENCE;ANCENIS;0;;;;;1;;883598;"Ex ATLAMETAL";2024-08-12;;1;208T1;;;;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;1613382;;;0;;0;;0;;;;;;;;0;0;12;;;;0;;;;;;;;;;;;;;;;;;;4;"Rue D'amsterdam";"4 Rue D'amsterdam";;44370;Loireauxence;"4 Rue D'amsterdam, 44370 Loireauxence";FRANCE;-1.01865;47.38491;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;O;O;N;Oui;;N;;;;O;;;;;;GATEUIM
727985;PROF;IMS;2022-12-02;2026-03-03;57594928;" CICAL INGENIERIE ET CYBERNETIQUE  ";190106;01062;N07;2017-01-01;;0101;A;100;F.F.B.;3;;;;8000000;Courtage;;0;;;;;0;"QUIRIN J";1;REICHSTETT;2022-12-02;;1;;;;LOC;BUR;;;;N;N;;775;;;;N;N;0;0;N;0;;;;;;;;;281000;;;;;;;;;;;;;;;2564862;;;;;;;;;;;;;;;;;;;;;;6;"Rue de l'embranchement";;;67116;REICHSTETT;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;QUIRINJ
727986;PROF;IMS;2022-12-02;2026-03-03;57594928;" CICAL INGENIERIE ET CYBERNETIQUE  ";190106;01062;N07;2017-01-01;;0101;A;100;F.F.B.;3;;;;8000000;Courtage;;0;;;;;0;"QUIRIN J";2;MULHOUSE;2022-12-02;;1;;;;LOC;BUR;;;;N;N;;138;;;;N;N;0;0;N;0;;;;;;;;;60000;;;;;;;;;;;;;;;1282431;;;;;;;;;;;;;;;;;;;;;;11;"Rue du 17 Novembre";;;68200;MULHOUSE;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;QUIRINJ
727987;PROF;IMS;2022-12-02;2026-03-03;57594928;" CICAL INGENIERIE ET CYBERNETIQUE  ";190106;01062;N07;2017-01-01;;0101;A;100;F.F.B.;3;;;;8000000;Courtage;;0;;;;;0;"QUIRIN J";3;BEZANNES;2022-12-02;;1;;;;LOC;BUR;;;;N;N;;247;;;;N;N;0;0;N;0;;;;;;;;;75000;;;;;;;;;;;;;;;1300000;;;;;;;;;;;;;;;;;;;;;;6;"Rue Jules Melines";;;51430;BEZANNES;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;QUIRINJ
1014028;RI&GAR;IMS;2022-03-21;2026-03-03;60257706;TENTHOREY;190004;00640;N30;2019-01-01;;0101;A;100;R.I.;3;305450413;411;C;33000000;COURTAGE;VERLINGUE;0;;;;;1;ERNOULT;a-1;usine;2023-06-14;;1;;;;PRO;IND;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;9000000;;;;;17450763;;3000000;;;;;;;;25390837;2944444.66;18;;;;4416667;;;;;;;;;;;;;;;;;;;"ZI de la plaine";;;;88510;Eloyes;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;29807504;N;N;N;Oui;;N;;;;O;;;;;;LELIDEC
1014029;RI&GAR;IMS;2022-03-21;2026-03-03;60257706;TENTHOREY;190004;00640;N30;2019-01-01;;0101;A;100;R.I.;3;305450413;411;C;33000000;COURTAGE;VERLINGUE;0;;;;;1;ERNOULT;a-2;"centrale hydro";2023-06-14;;1;;;;PRO;IND;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;835396;;;;;3451971;;0;;;;;;;;7321454;611111.33;18;;;;916667;;;;;;;;;;;;;;;;;;;"route d'Archettes";;;;88510;Jarmenil;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;8238121;N;N;N;Oui;;N;;;;O;;;;;;LELIDEC
1014030;RI&GAR;IMS;2022-03-21;2026-03-03;60257706;TENTHOREY;190004;00640;N30;2019-01-01;;0101;A;100;R.I.;3;305450413;411;C;33000000;COURTAGE;VERLINGUE;0;;;;;1;ERNOULT;a-3;"ancienne usine";2023-06-14;;1;;;;PRO;IND;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;2095356;;;;;6509069;;0;;;;;;;;3648095;0;0;;;;0;;;;;;;;;;;;;;;;;;;"6 rue Christian Kien";;;;88510;Eloyes;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;3648095;N;N;N;Oui;;N;;;;O;;;;;;LELIDEC
1053916;RI&GAR;IMS;2020-03-31;2026-03-03;045479033;"CRAS NAUTIQUE ST QUAY";H92255;640;N17;2011-11-01;;1001;A;100;R.I.;3;329176515;*246;;0;;"SAINT BRIEUC PROMENADES";0;;;;;1;;1;CRAS;2023-10-12;2023-10-12;1;246;;;NR;;;;;N;N;;2800;;;;N;N;0;0;N;0;;;;2023-10-01;RI;1;;;1;;;;1;;;;;;;;8486136;1092693;12;;;RI;;9578829;6000000;;;;;;;;;;;;;;;;;;"ZI DES ISLANDAIS";;;22680;"ETABLES SUR MER";;FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;;8486136;N;N;N;;NSP;N;;;;N;;;;;;BERNAVI
1053917;RI&GAR;IMS;2020-03-31;2026-03-03;045479033;"CRAS NAUTIQUE ST QUAY";H92255;640;N17;2011-11-01;;1001;A;100;R.I.;3;329176515;*246;;0;;"SAINT BRIEUC PROMENADES";0;;;;;1;;2;CRAS;2023-10-12;2023-10-12;1;;;;NR;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2023-10-12;;;;;;;;;;;;;;;;;;;;;;;;9578829;6000000;;;;;;;;;;;;;;;;;"27 bis";"chemin de la corniche";;;22680;"binic-etable sur mer";;FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;;0;N;N;N;;NSP;N;;;;N;;;;;;BERQUEG
1053918;RI&GAR;IMS;2020-03-31;2026-03-03;045479033;"CRAS NAUTIQUE ST QUAY";H92255;640;N17;2011-11-01;;1001;A;100;R.I.;3;329176515;*246;;0;;"SAINT BRIEUC PROMENADES";0;;;;;1;;3;CRAS;2023-10-12;2023-10-12;1;;;;NR;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2023-10-12;;;;;;;;;;;;;;;;;;;;;;;;9578829;6000000;;;;;;;;;;;;;;;;;1;"Zone DE KERPALUD";;;22500;PAIMPOL;;FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;;0;N;N;N;;NSP;N;;;;N;;;;;;BERQUEG
1139471;RI&GAR;;2024-03-08;2026-03-03;049233574;"SAS MASSYDIS";H96118;00640;N17;;;;A;100;R.I.;3;;;;0;;P+;0;;;;;0;"SAS MASSYDIS";1034639;"CC ELECLERC";2024-03-08;2025-07-11;1;964T1;;;NR;MCP;;;;N;N;;4389;;;;N;N;0;0;N;0;;;;2025-07-11;;10173885;;;6400000;;5036577;;1400000;;;;;;;;16500000;6675000;24;;;;13350000;;40000000;;;;;;;;;;;;;;;;;117;"Route De Palaiseau";"117 Route De Palaiseau";;91300;Massy;"117 Route De Palaiseau, 91300 Massy";FRANCE;2.24394;48.73005;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;29850000;O;O;N;Oui;NSP;N;;;;O;;;;;;COLINAR
1139472;RI&GAR;;2024-03-08;2026-03-03;049233574;"SAS MASSYDIS";H96118;00640;N17;;;;A;100;R.I.;3;;;;0;;P+;0;;;;;0;"SAS MASSYDIS";1034649;"DRIVE PALAISEAU";2024-03-08;2025-07-11;1;964T1;;;NR;MCP;;;;N;N;;1200;;;;N;N;0;0;N;0;;;;2025-07-11;;1221946;;;950000;;710242;;175000;;;;;;;;2150000;0;12;;;;0;;40000000;;;;;;;;;;;;;;;;;65;"Avenue Des Alliés";"65 Avenue Des Alliés";;91120;Palaiseau;"65 Avenue Des Alliés, 91120 Palaiseau";FRANCE;2.24631;48.72575;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;2150000;O;O;N;Oui;NSP;N;;;;O;;;;;;COLINAR
1139473;RI&GAR;;2024-03-08;2026-03-03;049233574;"SAS MASSYDIS";H96118;00640;N17;;;;A;100;R.I.;3;;;;0;;P+;0;;;;;0;"SAS MASSYDIS";1034650;"DRIVE MORANGIS";2024-03-08;2025-07-11;1;964T1;;;NR;MCP;;;;N;N;;2400;;;;N;N;0;0;N;0;;;;2025-07-11;;1800000;;;950000;;700000;;250000;;;;;;;;2750000;0;12;;;;0;;40000000;;;;;;;;;;;;;;;;;69;"Avenue Charles De Gaulle";"69 Avenue Charles De Gaulle";;91420;Morangis;"69 Avenue Charles De Gaulle, 91420 Morangis";FRANCE;2.34265;48.70538;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;2750000;O;O;N;Oui;NSP;N;;;;O;;;;;;COLINAR
1097804;RI&GAR;IMS;2020-03-31;2026-03-03;49233591;PANDIS;H96118;00640;N17;2013-01-01;;0101;A;60;;3;487890782;*964;;0;AGENCE;ARGENTAN;0;;;;;1;;a-1;ELECLERC;2024-03-06;2025-07-11;1;;;;NR;MCP;;;;N;N;;3433;;;;N;N;0;0;N;0;;;;2025-07-11;;16056607;;;9600000;;6971630;;2250000;;;;;;;;20200000;14200000;24;;;;28400000;;63000000;;;;;;;;;;;;;;;;;51;"Avenue Jean Lolive";"51 Avenue Jean Lolive";;93500;Pantin;"51 Avenue Jean Lolive, 93500 Pantin";FRANCE;2.40196;48.89126;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;48600000;O;O;N;Oui;NSP;N;;;;O;;;;;;COLINAR
1097805;RI&GAR;IMS;2020-03-31;2026-03-03;49233591;PANDIS;H96118;00640;N17;2013-01-01;;0101;A;60;;3;487890782;*964;;0;AGENCE;ARGENTAN;0;;;;;1;;a-2;Entrepot;2024-03-06;2025-07-11;1;;;;NR;MCP;;;;N;N;;2500;;;;N;N;0;0;N;0;;;;2025-07-11;;2014631;;;474009;;477678;;250000;;;;;;;;1474009;0;12;;;;0;;63000000;;;;;;;;;;;;;;;;;61;"Rue Saint-André";"61 Rue Saint-André";;93000;Bobigny;"61 Rue Saint-André, 93000 Bobigny";FRANCE;2.42356;48.90245;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;1474009;O;O;N;Oui;NSP;N;;;;O;;;;;;COLINAR
728193;RI&GAR;IMS;2022-12-07;2026-03-03;59969719;VINOLEA;5R0386;01041;N07;2019-01-01;;01/01;A;100;F.F.B.;3;;;;0;Agence;"RAISSIGUIER YANN";0;;;;;0;VINOLEA;1;;2022-12-07;;1;;;;;;;;;N;N;;345;;;;N;N;0;0;N;0;;;;;;;;;407000;;;;;;;;;;;;;;;;;;617912;;;;;;;;;;;;;;;;;;;68;"Avenue Jean PERROT";;;38100;GRENOBLE;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;617912;N;N;N;Oui;;N;;;;O;;;;;;BOILCAM
728194;RI&GAR;IMS;2022-12-07;2026-03-03;59969719;VINOLEA;5R0386;01041;N07;2019-01-01;;01/01;A;100;F.F.B.;3;;;;0;Agence;"RAISSIGUIER YANN";0;;;;;0;VINOLEA;2;;2022-12-07;;1;;;;;MAG;;;;N;N;;70;;;;N;N;0;0;N;0;;;;;;;;;43400;;;;;;;;;;;;;;;;;;433313;;;;;;;;;;;;;;;;;;;27;"Avenue du Vercors";;;38240;MEYLAN;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;433313;N;N;N;Oui;;N;;;;O;;;;;;BOILCAM
728195;RI&GAR;IMS;2022-12-07;2026-03-03;59969719;VINOLEA;5R0386;01041;N07;2019-01-01;;01/01;A;100;F.F.B.;3;;;;0;Agence;"RAISSIGUIER YANN";0;;;;;0;VINOLEA;3;;2022-12-07;;1;;;;;MAG;;;;N;N;;65;;;;N;N;0;0;N;0;;;;;;;;;40000;;;;;;;;;;;;;;;;;;222840;;;;;;;;;;;;;;;;;;;15;"Rue Montorge";;;38000;GRENOBLE;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;222840;N;N;N;Oui;;N;;;;O;;;;;;BOILCAM
728196;PROF;IMS;2022-12-07;2026-03-03;57652184;"BELLA PIZZA";4E0184;01041;N07;2016-11-16;;1611;A;100;F.F.B.;3;;;;2;Agence;;0;;;;;0;"QUIRIN J";1;"AIX SUR VIENNE";2022-12-07;;1;;;;PRO;MAG;;;;N;N;;25;;;;N;N;0;0;N;0;;;;;;;;;52300;;;;;;;;;;;;;100000;;187488;;;;;;;;;;;;;;;;;;;;;;3;"Avenue Pasteur";;;87700;"AIX SUR VIENNE";;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;QUIRINJ
728197;PROF;IMS;2022-12-07;2026-03-03;57652184;"BELLA PIZZA";4E0184;01041;N07;2016-11-16;;1611;A;100;F.F.B.;3;;;;2;Agence;;0;;;;;0;"QUIRIN J";2;LUBERSAC;2022-12-07;;1;;;;PRO;MAG;;;;N;N;;25;;;;N;N;0;0;N;0;;;;;;;;;52400;;;;;;;;;;;;;100000;;160839;;;;;;;;;;;;;;;;;;;;;;;"rue du 8 mai 1945";;;19210;LUBERSAC;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;QUIRINJ
728198;PROF;IMS;2022-12-07;2026-03-03;57652184;"BELLA PIZZA";4E0184;01041;N07;2016-11-16;;1611;A;100;F.F.B.;3;;;;2;Agence;;0;;;;;0;"QUIRIN J";3;UZERCHE;2022-12-07;;1;;;;PRO;MAG;;;;N;N;;20;;;;N;N;0;0;N;0;;;;;;;;;110000;;;;;;;;;;;;;80000;;120000;;;;;;;;;;;;;;;;;;;;;;"17 Bis";"Route de Limoges";;;19140;UZERCHE;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;QUIRINJ
1217985;RI&GAR;;2024-03-11;2026-03-03;042006553;"SAS SOTUNDIS";H96118;00640;N17;;;;A;100;R.I.;3;;;;0;;P+;0;;;;;0;"SAS SOTUNDIS";1036248;"CC ELECLERC";2024-03-11;2025-07-15;1;964T1;;;NR;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;2025-07-15;;15844868;;;14483400;;9118384;;5900000;;;;;;;;30267477;11550000;24;;;;23100000;;65000000;;;;;;;;;;;;;;;;;36;"Rue De La Croix Blanche";"36 Rue De La Croix Blanche";;71460;Autun;"36 Rue De La Croix Blanche, 71400 Autun";FRANCE;4.30455;46.95714;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;53367477;O;O;N;Oui;NSP;N;;;;O;;;;;;COLINAR
1814045;RI&GAR;;2024-03-11;2026-03-03;042006553;"SAS SOTUNDIS";H96118;00640;N17;;;;A;100;R.I.;3;;;;0;;P+;0;;;;;0;"SAS SOTUNDIS";2;"drive + Station Service			";2025-07-15;2025-07-15;1;;;;NR;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2025-07-15;;4373653;;;;;1322823;;200000;;;;;;;;;;;;;;;;65000000;;;;;;;;;;;;;;;;;3-5;"Nicéphore Niépce";"3-5 Nicéphore Niépce";;71400;AUTUN;;FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;;0;N;N;N;;NSP;N;;;;N;;;;;;VOSS
